,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
163,At Rest,['Mjuk'],0.995,0.188,159500,0.00175,0.946,9,0.11,-36.439,1,0.0547,78.818,4,0.191,0.9997,0.9997,0.211,Sleepy
164,Phosphenes,['Koby Laver'],0.977,0.185,180750,0.00329,0.816,2,0.114,-32.404,1,0.0499,58.54,4,0.071,,,0.071,Sleepy
165,Continuation,['Yonatan Awate'],0.977,0.204,161500,0.00988,0.754,7,0.0974,-33.749,1,0.0435,69.683,3,0.0746,,,0.0746,Sleepy
166,Tinteadero,['Efectos'],0.984,0.252,81365,0.00269,0.987,0,0.115,-33.855,0,0.0389,71.66,5,0.0584,-0.9618,-0.9618,0.0392,Sleepy
167,Stasis,['Gyr'],0.864,0.174,168000,0.0848,0.81,1,0.109,-28.828,0,0.0457,62.783,5,0.0385,0.9911,0.9911,0.0583,Sleepy
168,Visions,['Ymlacio'],0.986,0.0894,254092,0.00239,0.881,7,0.091,-38.934,0,0.0357,85.037,5,0.0859,,,0.0859,Sleepy
169,Path to Sleep,['Arush Mandal'],0.957,0.0982,184039,0.0226,0.916,10,0.11,-29.445,1,0.0417,165.98,3,0.0463,-1.0,-1.0,0.0263,Sleepy
170,Nechama,['Irizarry Barraza'],0.99,0.176,212000,0.0327,0.905,7,0.109,-31.7,1,0.0555,69.567,5,0.0545,,,0.0545,Sleepy
171,Spokój Ducha,['Idzi Kowalczyk'],0.994,0.268,164125,0.00272,0.926,6,0.111,-35.491,1,0.0347,57.093,3,0.193,,,0.193,Sleepy
172,Faith,"[""Jiao Ch'ien""]",0.987,0.116,169000,0.00694,0.879,5,0.102,-36.478,1,0.0404,69.385,4,0.0397,-0.9966,-0.9966,0.0198,Sleepy
173,A Day Away,['Eugenie Fichter'],0.993,0.142,174750,0.00319,0.895,7,0.101,-38.071,1,0.0397,141.658,4,0.0543,1.0,1.0,0.0743,Sleepy
174,Lucent,['Leon White'],0.986,0.171,165857,0.0109,0.897,10,0.102,-29.191,1,0.0379,75.897,4,0.104,1.0,1.0,0.124,Sleepy
175,Luminescence,['Jerzy Stól'],0.992,0.148,128765,0.0184,0.897,5,0.103,-28.065,1,0.0382,69.531,4,0.0494,0.74,0.74,0.0642,Sleepy
176,Alba,['Albin Urías'],0.954,0.094,168500,0.00774,0.785,4,0.0739,-32.4,1,0.042,86.821,4,0.049,0.9846,0.9846,0.0687,Sleepy
177,Carpe Noctem,['Alma Grøtte'],0.99,0.22,187500,0.0145,0.922,9,0.0929,-32.107,1,0.0421,65.623,4,0.156,,,0.156,Sleepy
178,Wishing to Dream,['Gemma Casimaty'],0.99,0.136,170750,0.0146,0.842,4,0.0665,-35.665,0,0.037,68.378,3,0.163,,,0.163,Sleepy
179,Propinquity,['Clyde Boudreaux'],0.969,0.138,142500,0.00738,0.768,5,0.11,-33.595,1,0.0426,74.933,4,0.0635,1.0,1.0,0.0835,Sleepy
180,My Sleeping Rose,['Havanna Chandri'],0.977,0.264,127865,0.0148,0.892,3,0.107,-28.971,1,0.041,75.587,4,0.0495,,,0.0495,Sleepy
181,Cycles,['Jamie Troy'],0.966,0.119,144181,0.00357,0.92,4,0.114,-31.511,0,0.036,79.993,4,0.164,-1.0,-1.0,0.144,Sleepy
182,Kołysanka,['Idzi Kowalczyk'],0.995,0.277,148500,0.00388,0.838,4,0.0916,-34.372,1,0.0366,81.785,4,0.141,-0.7236,-0.7236,0.1265,Sleepy
183,È ora di dormire,['Scintillante'],0.981,0.266,179000,0.00688,0.837,6,0.101,-31.019,1,0.0414,75.929,3,0.0667,,,0.0667,Sleepy
184,Under Clouds,['Universal Balance'],0.986,0.229,178563,0.0241,0.865,7,0.0593,-35.39,1,0.0421,141.892,5,0.0929,0.9464,0.9464,0.1118,Sleepy
